conflict_id,location,side_a,side_a_id,side_a_2nd,side_b,side_b_id,side_b_2nd,incompatibility,year,intensity_level,cumulative_intensity,type_of_conflict
335,India,Government of India,141,,NLFT,307,,1,2001,1,0,3
335,India,Government of India,141,,NLFT,307,,1,2002,1,0,3
335,India,Government of India,141,,NLFT,307,,1,2003,1,0,3
335,India,Government of India,141,,NLFT-B,2939,,1,2004,1,0,3
336,Nicaragua,Government of Nicaragua,14,,FSLN,758,,2,1977,1,0,3
336,Nicaragua,Government of Nicaragua,14,,FSLN,758,,2,1978,2,1,3
336,Nicaragua,Government of Nicaragua,14,,FSLN,758,,2,1979,2,1,3
336,Nicaragua,Government of Nicaragua,14,,Contras,759,,2,1982,1,1,3
336,Nicaragua,Government of Nicaragua,14,,Contras,759,,2,1983,2,1,3
336,Nicaragua,Government of Nicaragua,14,,Contras,759,,2,1984,2,1,3
336,Nicaragua,Government of Nicaragua,14,,Contras,759,,2,1985,2,1,3
336,Nicaragua,Government of Nicaragua,14,,Contras,759,,2,1986,2,1,3
336,Nicaragua,Government of Nicaragua,14,,Contras,759,,2,1987,2,1,3
336,Nicaragua,Government of Nicaragua,14,,Contras,759,,2,1988,2,1,3
336,Nicaragua,Government of Nicaragua,14,,Contras,759,,2,1989,1,1,3
336,Nicaragua,Government of Nicaragua,14,,Contras,759,,2,1990,1,1,3
337,Somalia,Government of Somalia,95,,SSDF,499,,2,1982,1,0,3
337,Somalia,Government of Somalia,95,,"SNM, SSDF","499, 500",,2,1983,1,0,3
337,Somalia,Government of Somalia,95,,"SNM, SSDF","499, 500",,2,1984,1,0,3
337,Somalia,Government of Somalia,95,,SNM,500,,2,1986,1,0,3
337,Somalia,Government of Somalia,95,,SNM,500,,2,1987,1,0,3
337,Somalia,Government of Somalia,95,,SNM,500,,2,1988,2,1,3
337,Somalia,Government of Somalia,95,,"SNM, SPM","500, 501",,2,1989,1,1,3
337,Somalia,Government of Somalia,95,,"SNM, SPM, USC/SSA","500, 501, 502",,2,1990,2,1,3
337,Somalia,Government of Somalia,95,,"SNM, SPM, USC/SNA, USC/SSA","500, 501, 502, 503",,2,1991,2,1,3
337,Somalia,Government of Somalia,95,,USC/SNA,503,,2,1992,2,1,3
337,Somalia,Government of Somalia,95,,USC/SNA,503,,2,1993,1,1,3
337,Somalia,Government of Somalia,95,,USC/SNA,503,,2,1994,1,1,3
337,Somalia,Government of Somalia,95,,USC/SNA,503,,2,1995,1,1,3
337,Somalia,Government of Somalia,95,,USC/SNA,503,,2,1996,1,1,3
337,Somalia,Government of Somalia,95,,SRRC,504,,2,2001,1,1,3
337,Somalia,Government of Somalia,95,,SRRC,504,,2,2002,1,1,3
337,Somalia,Government of Somalia,95,Government of Ethiopia,ARS/UIC,505,Government of Eritrea,2,2006,1,1,4
337,Somalia,Government of Somalia,95,Government of Ethiopia,ARS/UIC,505,,2,2007,2,1,4
337,Somalia,Government of Somalia,95,Government of Ethiopia,"Al-Shabaab, ARS/UIC","505, 717",,2,2008,2,1,4
337,Somalia,Government of Somalia,95,Government of Ethiopia,"Al-Shabaab, Hizbul Islam","1004, 717",,2,2009,2,1,4
337,Somalia,Government of Somalia,95,Government of Ethiopia,"Al-Shabaab, Hizbul Islam","1004, 717",,2,2010,2,1,4
337,Somalia,Government of Somalia,95,"Government of Ethiopia, Government of Kenya",Al-Shabaab,717,,2,2011,2,1,4
337,Somalia,Government of Somalia,95,"Government of Burundi, Government of Djibouti, Government of Ethiopia, Government of Ghana, Government of Kenya, Government of Nigeria, Government of Sierra Leone, Government of Uganda",Al-Shabaab,717,,2,2012,2,1,4
337,Somalia,Government of Somalia,95,"Government of Burundi, Government of Djibouti, Government of Ethiopia, Government of Ghana, Government of Kenya, Government of Nigeria, Government of Sierra Leone, Government of Uganda",Al-Shabaab,717,,2,2013,1,1,4
337,Somalia,Government of Somalia,95,"Government of Burundi, Government of Djibouti, Government of Ethiopia, Government of Ghana, Government of Kenya, Government of Nigeria, Government of Sierra Leone, Government of Uganda",Al-Shabaab,717,,2,2014,2,1,4
337,Somalia,Government of Somalia,95,"Government of Burundi, Government of Djibouti, Government of Ethiopia, Government of Ghana, Government of Kenya, Government of Nigeria, Government of Sierra Leone, Government of Uganda, Government of United States of America",Al-Shabaab,717,,2,2015,2,1,4
337,Somalia,Government of Somalia,95,"Government of Burundi, Government of Djibouti, Government of Ethiopia, Government of Ghana, Government of Kenya, Government of Nigeria, Government of Sierra Leone, Government of Uganda, Government of United States of America",Al-Shabaab,717,,2,2016,2,1,4
337,Somalia,Government of Somalia,95,"Government of Burundi, Government of Djibouti, Government of Ethiopia, Government of Ghana, Government of Kenya, Government of Nigeria, Government of Sierra Leone, Government of Uganda, Government of United States of America",Al-Shabaab,717,,2,2017,2,1,4
337,Somalia,Government of Somalia,95,"Government of Burundi, Government of Djibouti, Government of Ethiopia, Government of Ghana, Government of Kenya, Government of Nigeria, Government of Sierra Leone, Government of Uganda, Government of United States of America, Government of Zambia",Al-Shabaab,717,,2,2018,2,1,4
337,Somalia,Government of Somalia,95,"Government of Burundi, Government of Djibouti, Government of Ethiopia, Government of Ghana, Government of Kenya, Government of Nigeria, Government of Sierra Leone, Government of Uganda, Government of United States of America, Government of Zambia",Al-Shabaab,717,,2,2019,2,1,4
337,Somalia,Government of Somalia,95,"Government of Burundi, Government of Djibouti, Government of Ethiopia, Government of Ghana, Government of Kenya, Government of Nigeria, Government of Sierra Leone, Government of Uganda, Government of United States of America, Government of Zambia",Al-Shabaab,717,,2,2020,2,1,4
337,Somalia,Government of Somalia,95,"Government of Burundi, Government of Djibouti, Government of Ethiopia, Government of Ghana, Government of Kenya, Government of Nigeria, Government of Sierra Leone, Government of Uganda, Government of United States of America, Government of Zambia",Al-Shabaab,717,,2,2021,2,1,4
338,Iran,Government of Iran,114,,MEK,308,,2,1979,1,0,3
338,Iran,Government of Iran,114,,MEK,308,,2,1980,1,0,3
338,Iran,Government of Iran,114,,MEK,308,,2,1981,2,1,3
338,Iran,Government of Iran,114,,MEK,308,,2,1982,2,1,3
338,Iran,Government of Iran,114,,MEK,308,,2,1986,1,1,3
338,Iran,Government of Iran,114,,MEK,308,,2,1987,1,1,3
338,Iran,Government of Iran,114,,MEK,308,,2,1988,1,1,3
338,Iran,Government of Iran,114,,MEK,308,,2,1991,1,1,3
338,Iran,Government of Iran,114,,MEK,308,,2,1993,1,1,3
338,Iran,Government of Iran,114,,MEK,308,,2,1997,1,1,3
338,Iran,Government of Iran,114,,MEK,308,,2,1999,1,1,3
338,Iran,Government of Iran,114,,MEK,308,,2,2000,1,1,3
338,Iran,Government of Iran,114,,MEK,308,,2,2001,1,1,3
338,Iran,Government of Iran,114,,PJAK,309,,2,2005,1,1,3
338,Iran,Government of Iran,114,,"Jondullah, PJAK","309, 310",,2,2006,1,1,3
338,Iran,Government of Iran,114,,"Jondullah, PJAK","309, 310",,2,2007,1,1,3
338,Iran,Government of Iran,114,,"Jondullah, PJAK","309, 310",,2,2008,1,1,3
338,Iran,Government of Iran,114,,"Jondullah, PJAK","309, 310",,2,2009,1,1,3
338,Iran,Government of Iran,114,,Jondullah,310,,2,2010,1,1,3
338,Iran,Government of Iran,114,,PJAK,309,,2,2011,1,1,3
338,Iran,Government of Iran,114,,PJAK,309,,2,2018,1,1,3
338,Iran,Government of Iran,114,,Jaish al-Adl,4364,,2,2019,1,1,3
338,Iran,Government of Iran,114,,PJAK,309,,2,2020,1,1,3
338,Iran,Government of Iran,114,,PJAK,309,,2,2021,1,1,3
339,Iran,Government of Iran,114,,APCO,311,,1,1979,1,0,3
339,Iran,Government of Iran,114,,APCO,311,,1,1980,1,0,3
340,Saudi Arabia,Government of Saudi Arabia,122,,JSM,312,,2,1979,1,0,3
341,Liberia,Government of Liberia,79,,Military faction (forces of Samuel Doe),506,,2,1980,1,0,3
341,Liberia,Government of Liberia,79,,NPFL,507,,2,1989,1,0,3
341,Liberia,Government of Liberia,79,,"INPFL, NPFL","507, 508",,2,1990,1,0,3
341,Liberia,Government of Liberia,79,,LURD,509,,2,2000,1,0,3
341,Liberia,Government of Liberia,79,,LURD,509,,2,2001,1,0,3
341,Liberia,Government of Liberia,79,,LURD,509,,2,2002,1,1,3
341,Liberia,Government of Liberia,79,,"LURD, MODEL","509, 510",,2,2003,2,1,3
342,Spain,Government of Spain,35,,ETA,313,,1,1978,1,0,3
342,Spain,Government of Spain,35,,ETA,313,,1,1979,1,0,3
342,Spain,Government of Spain,35,,ETA,313,,1,1980,1,0,3
342,Spain,Government of Spain,35,,ETA,313,,1,1981,1,0,3
342,Spain,Government of Spain,35,,ETA,313,,1,1982,1,0,3
342,Spain,Government of Spain,35,,ETA,313,,1,1985,1,0,3
342,Spain,Government of Spain,35,,ETA,313,,1,1986,1,0,3
342,Spain,Government of Spain,35,,ETA,313,,1,1987,1,0,3
342,Spain,Government of Spain,35,,ETA,313,,1,1991,1,0,3
343,Tunisia,Government of Tunisia,110,,Résistance Armée Tunisienne,511,,2,1980,1,0,3
343,Tunisia,Government of Tunisia,110,,AQIM,539,,2,2013,1,0,3
343,Tunisia,Government of Tunisia,110,,AQIM,539,,2,2014,1,0,3
343,Tunisia,Government of Tunisia,110,,"AQIM, JAK-T","539, 6359",,2,2015,1,0,3
344,Gambia,Government of Gambia,71,Government of Senegal,NRC,512,,2,1981,1,0,4
345,South Africa,Government of South Africa,102,,ANC,513,,2,1981,1,0,3
345,South Africa,Government of South Africa,102,,ANC,513,,2,1982,1,0,3
345,South Africa,Government of South Africa,102,,ANC,513,,2,1983,1,0,3
345,South Africa,Government of South Africa,102,,ANC,513,,2,1985,1,0,3
345,South Africa,Government of South Africa,102,,ANC,513,,2,1986,1,0,3
345,South Africa,Government of South Africa,102,,ANC,513,,2,1987,1,0,3
345,South Africa,Government of South Africa,102,,ANC,513,,2,1988,1,0,3
346,"Argentina, United Kingdom",Government of Argentina,26,,Government of United Kingdom,28,,1,1982,1,0,2
347,India,Government of India,141,,PLA,314,,1,1982,1,0,3
347,India,Government of India,141,,PLA,314,,1,1983,1,0,3
347,India,Government of India,141,,PLA,314,,1,1984,1,0,3
347,India,Government of India,141,,PLA,314,,1,1985,1,0,3
347,India,Government of India,141,,PLA,314,,1,1986,1,0,3
347,India,Government of India,141,,PLA,314,,1,1987,1,0,3
347,India,Government of India,141,,PLA,314,,1,1988,1,0,3
347,India,Government of India,141,,UNLF,315,,1,1993,1,0,3
347,India,Government of India,141,,UNLF,315,,1,1994,1,0,3
347,India,Government of India,141,,PLA,314,,1,1995,1,0,3
347,India,Government of India,141,,PLA,314,,1,1996,1,0,3
347,India,Government of India,141,,PLA,314,,1,1998,1,0,3
347,India,Government of India,141,,UNLF,315,,1,1999,1,0,3
347,India,Government of India,141,,"PLA, UNLF","314, 315",,1,2000,1,0,3
347,India,Government of India,141,,UNLF,315,,1,2003,1,0,3
347,India,Government of India,141,,"PLA, UNLF","314, 315",,1,2004,1,0,3
347,India,Government of India,141,,UNLF,315,,1,2005,1,0,3
347,India,Government of India,141,,"PLA, UNLF","314, 315",,1,2006,1,0,3
347,India,Government of India,141,,UNLF,315,,1,2007,1,0,3
347,India,Government of India,141,,"KCP, PREPAK","317, 318",,1,2008,1,1,3
347,India,Government of India,141,,"KCP, PREPAK, UNLF","315, 317, 318",,1,2009,1,1,3
348,Kenya,Government of Kenya,91,,Military faction (forces of Hezekiah Ochuka),514,,2,1982,1,0,3
349,"Chad, Nigeria",Government of Chad,87,,Government of Nigeria,84,,1,1983,1,0,2
350,"Grenada, United States of America",Government of Grenada,9,,Government of United States of America,3,,2,1983,1,0,2
351,India,Government of India,141,,Sikh insurgents,319,,1,1983,1,0,3
351,India,Government of India,141,,Sikh insurgents,319,,1,1984,1,0,3
351,India,Government of India,141,,Sikh insurgents,319,,1,1985,1,0,3
351,India,Government of India,141,,Sikh insurgents,319,,1,1986,1,0,3
351,India,Government of India,141,,Sikh insurgents,319,,1,1987,1,1,3
351,India,Government of India,141,,Sikh insurgents,319,,1,1988,2,1,3
351,India,Government of India,141,,Sikh insurgents,319,,1,1989,1,1,3
351,India,Government of India,141,,Sikh insurgents,319,,1,1990,2,1,3
351,India,Government of India,141,,Sikh insurgents,319,,1,1991,2,1,3
351,India,Government of India,141,,Sikh insurgents,319,,1,1992,2,1,3
351,India,Government of India,141,,Sikh insurgents,319,,1,1993,1,1,3
352,Sri Lanka,Government of Sri Lanka,145,,"LTTE, TELO","320, 321",,1,1984,1,0,3
352,Sri Lanka,Government of Sri Lanka,145,,"EPRLF, LTTE, TELO","320, 321, 322",,1,1985,1,0,3
352,Sri Lanka,Government of Sri Lanka,145,,LTTE,320,,1,1986,1,1,3
352,Sri Lanka,Government of Sri Lanka,145,,LTTE,320,,1,1987,2,1,3
352,Sri Lanka,Government of Sri Lanka,145,,LTTE,320,,1,1988,1,1,3
352,Sri Lanka,Government of Sri Lanka,145,,"EPRLF, LTTE","320, 322",,1,1989,1,1,3
352,Sri Lanka,Government of Sri Lanka,145,,LTTE,320,,1,1990,2,1,3
352,Sri Lanka,Government of Sri Lanka,145,,LTTE,320,,1,1991,2,1,3
352,Sri Lanka,Government of Sri Lanka,145,,LTTE,320,,1,1992,2,1,3
352,Sri Lanka,Government of Sri Lanka,145,,LTTE,320,,1,1993,2,1,3
352,Sri Lanka,Government of Sri Lanka,145,,LTTE,320,,1,1994,1,1,3
352,Sri Lanka,Government of Sri Lanka,145,,LTTE,320,,1,1995,2,1,3
352,Sri Lanka,Government of Sri Lanka,145,,LTTE,320,,1,1996,2,1,3
352,Sri Lanka,Government of Sri Lanka,145,,LTTE,320,,1,1997,2,1,3
352,Sri Lanka,Government of Sri Lanka,145,,LTTE,320,,1,1998,2,1,3
352,Sri Lanka,Government of Sri Lanka,145,,LTTE,320,,1,1999,2,1,3
352,Sri Lanka,Government of Sri Lanka,145,,LTTE,320,,1,2000,2,1,3
352,Sri Lanka,Government of Sri Lanka,145,,LTTE,320,,1,2001,2,1,3
352,Sri Lanka,Government of Sri Lanka,145,,LTTE,320,,1,2003,1,1,3
352,Sri Lanka,Government of Sri Lanka,145,,LTTE,320,,1,2005,1,1,3
352,Sri Lanka,Government of Sri Lanka,145,,LTTE,320,,1,2006,2,1,3
352,Sri Lanka,Government of Sri Lanka,145,,LTTE,320,,1,2007,2,1,3
352,Sri Lanka,Government of Sri Lanka,145,,LTTE,320,,1,2008,2,1,3
352,Sri Lanka,Government of Sri Lanka,145,,LTTE,320,,1,2009,2,1,3
353,Cameroon,Government of Cameroon,83,Government of France,UPC,564,,2,1960,2,1,4
353,Cameroon,Government of Cameroon,83,,UPC,564,,2,1961,1,1,3
353,Cameroon,Government of Cameroon,83,,Military faction (forces of Ibrahim Saleh),515,,2,1984,1,1,3
353,Cameroon,Government of Cameroon,83,Government of Chad,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,1051,,2,2015,1,1,4
353,Cameroon,Government of Cameroon,83,,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,1051,,2,2016,1,1,3
353,Cameroon,Government of Cameroon,83,,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,1051,,2,2017,1,1,3
353,Cameroon,Government of Cameroon,83,,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,1051,,2,2020,1,1,3
354,Turkey,Government of Turkey,115,,PKK,323,,1,1984,1,0,3
354,Turkey,Government of Turkey,115,,PKK,323,,1,1985,1,0,3
354,Turkey,Government of Turkey,115,,PKK,323,,1,1986,1,0,3
354,Turkey,Government of Turkey,115,,PKK,323,,1,1987,1,1,3
354,Turkey,Government of Turkey,115,,PKK,323,,1,1988,1,1,3
354,Turkey,Government of Turkey,115,,PKK,323,,1,1989,1,1,3
354,Turkey,Government of Turkey,115,,PKK,323,,1,1990,1,1,3
354,Turkey,Government of Turkey,115,,PKK,323,,1,1991,1,1,3
354,Turkey,Government of Turkey,115,,PKK,323,,1,1992,2,1,3
354,Turkey,Government of Turkey,115,,PKK,323,,1,1993,2,1,3
354,Turkey,Government of Turkey,115,,PKK,323,,1,1994,2,1,3
354,Turkey,Government of Turkey,115,,PKK,323,,1,1995,2,1,3
354,Turkey,Government of Turkey,115,,PKK,323,,1,1996,2,1,3
354,Turkey,Government of Turkey,115,,PKK,323,,1,1997,2,1,3
354,Turkey,Government of Turkey,115,,PKK,323,,1,1998,2,1,3
354,Turkey,Government of Turkey,115,,PKK,323,,1,1999,2,1,3
354,Turkey,Government of Turkey,115,,PKK,323,,1,2000,1,1,3
354,Turkey,Government of Turkey,115,,PKK,323,,1,2001,1,1,3
354,Turkey,Government of Turkey,115,,PKK,323,,1,2002,1,1,3
354,Turkey,Government of Turkey,115,,PKK,323,,1,2003,1,1,3
354,Turkey,Government of Turkey,115,,PKK,323,,1,2004,1,1,3
354,Turkey,Government of Turkey,115,,PKK,323,,1,2005,1,1,3
354,Turkey,Government of Turkey,115,,PKK,323,,1,2006,1,1,3
354,Turkey,Government of Turkey,115,,PKK,323,,1,2007,1,1,3
354,Turkey,Government of Turkey,115,,PKK,323,,1,2008,1,1,3
354,Turkey,Government of Turkey,115,,PKK,323,,1,2009,1,1,3
354,Turkey,Government of Turkey,115,,PKK,323,,1,2010,1,1,3
354,Turkey,Government of Turkey,115,,PKK,323,,1,2011,1,1,3
354,Turkey,Government of Turkey,115,,PKK,323,,1,2012,1,1,3
354,Turkey,Government of Turkey,115,,PKK,323,,1,2013,1,1,3
354,Turkey,Government of Turkey,115,,PKK,323,,1,2015,1,1,3
354,Turkey,Government of Turkey,115,,PKK,323,,1,2016,2,1,3
354,Turkey,Government of Turkey,115,,PKK,323,,1,2017,1,1,3
354,Turkey,Government of Turkey,115,,PKK,323,,1,2018,1,1,3
354,Turkey,Government of Turkey,115,,PKK,323,,1,2019,1,1,3
354,Turkey,Government of Turkey,115,,PKK,323,,1,2020,1,1,3
354,Turkey,Government of Turkey,115,,PKK,323,,1,2021,1,1,3
355,"Burkina Faso, Mali",Government of Burkina Faso,78,,Government of Mali,72,,1,1985,1,0,2
356,"Laos, Thailand",Government of Laos,149,,Government of Thailand,147,,1,1986,1,0,2
356,"Laos, Thailand",Government of Laos,149,,Government of Thailand,147,,1,1987,1,0,2
356,"Laos, Thailand",Government of Laos,149,,Government of Thailand,147,,1,1988,1,0,2
357,Suriname,Government of Suriname,19,,SLA,760,,2,1987,1,0,3
358,Togo,Government of Togo,82,,MTD,516,,2,1986,1,0,3
359,South Yemen,Government of South Yemen,124,,YSP - AFI,324,,2,1986,2,1,3
360,Burkina Faso,Government of Burkina Faso,78,,Popular Front,517,,2,1987,1,0,3
360,Burkina Faso,Government of Burkina Faso,78,Government of Mali,JNIM,6716,,2,2018,1,0,4
360,Burkina Faso,Government of Burkina Faso,78,Government of France,JNIM,6716,,2,2019,1,0,4
360,Burkina Faso,Government of Burkina Faso,78,Government of France,JNIM,6716,,2,2020,1,0,4
360,Burkina Faso,Government of Burkina Faso,78,"Government of Chad, Government of France, Government of Ghana, Government of Ivory Coast, Government of Niger, Government of Togo",JNIM,6716,,2,2021,1,1,4
361,"Chad, Libya",Government of Chad,87,,Government of Libya,111,,1,1987,2,1,2
362,Comoros,Government of Comoros,107,,Presidential guard,518,,2,1989,1,0,3
363,Ethiopia,Government of Ethiopia,97,,ALF,519,,1,1975,1,0,3
363,Ethiopia,Government of Ethiopia,97,,ALF,519,,1,1976,1,0,3
363,Ethiopia,Government of Ethiopia,97,,ARDUF,520,,1,1996,1,0,3
364,India,Government of India,141,,Kashmir insurgents,325,,1,1990,1,0,3
364,India,Government of India,141,,Kashmir insurgents,325,,1,1991,1,0,3
364,India,Government of India,141,,Kashmir insurgents,325,,1,1992,1,1,3
364,India,Government of India,141,,Kashmir insurgents,325,,1,1993,1,1,3
364,India,Government of India,141,,Kashmir insurgents,325,,1,1994,1,1,3
364,India,Government of India,141,,Kashmir insurgents,325,,1,1995,1,1,3
364,India,Government of India,141,,Kashmir insurgents,325,,1,1996,1,1,3
364,India,Government of India,141,,Kashmir insurgents,325,,1,1997,1,1,3
364,India,Government of India,141,,Kashmir insurgents,325,,1,1998,1,1,3
364,India,Government of India,141,,Kashmir insurgents,325,,1,1999,1,1,3
364,India,Government of India,141,,Kashmir insurgents,325,,1,2000,2,1,3
364,India,Government of India,141,,Kashmir insurgents,325,,1,2001,1,1,3
364,India,Government of India,141,,Kashmir insurgents,325,,1,2002,2,1,3
364,India,Government of India,141,,Kashmir insurgents,325,,1,2003,2,1,3
364,India,Government of India,141,,Kashmir insurgents,325,,1,2004,2,1,3
364,India,Government of India,141,,Kashmir insurgents,325,,1,2005,2,1,3
364,India,Government of India,141,,Kashmir insurgents,325,,1,2006,1,1,3
364,India,Government of India,141,,Kashmir insurgents,325,,1,2007,1,1,3
364,India,Government of India,141,,Kashmir insurgents,325,,1,2008,1,1,3
364,India,Government of India,141,,Kashmir insurgents,325,,1,2009,1,1,3
364,India,Government of India,141,,Kashmir insurgents,325,,1,2010,1,1,3
364,India,Government of India,141,,Kashmir insurgents,325,,1,2011,1,1,3
364,India,Government of India,141,,Kashmir insurgents,325,,1,2012,1,1,3
364,India,Government of India,141,,Kashmir insurgents,325,,1,2013,1,1,3
364,India,Government of India,141,,Kashmir insurgents,325,,1,2014,1,1,3
364,India,Government of India,141,,Kashmir insurgents,325,,1,2015,1,1,3
364,India,Government of India,141,,Kashmir insurgents,325,,1,2016,1,1,3
364,India,Government of India,141,,Kashmir insurgents,325,,1,2017,1,1,3
364,India,Government of India,141,,Kashmir insurgents,325,,1,2018,1,1,3
364,India,Government of India,141,,Kashmir insurgents,325,,1,2019,1,1,3
364,India,Government of India,141,,Kashmir insurgents,325,,1,2020,1,1,3
364,India,Government of India,141,,Kashmir insurgents,325,,1,2021,1,1,3
365,India,Government of India,141,,ULFA,326,,1,1990,1,0,3
365,India,Government of India,141,,ULFA,326,,1,1994,1,0,3
365,India,Government of India,141,,ULFA,326,,1,1995,1,0,3
365,India,Government of India,141,,ULFA,326,,1,1996,1,0,3
365,India,Government of India,141,,ULFA,326,,1,1997,1,0,3
365,India,Government of India,141,,ULFA,326,,1,1998,1,0,3
365,India,Government of India,141,,ULFA,326,,1,1999,1,0,3
365,India,Government of India,141,,ULFA,326,,1,2000,1,0,3
365,India,Government of India,141,,ULFA,326,,1,2001,1,0,3
365,India,Government of India,141,,ULFA,326,,1,2002,1,0,3
365,India,Government of India,141,,ULFA,326,,1,2003,1,0,3
365,India,Government of India,141,,ULFA,326,,1,2004,1,0,3
365,India,Government of India,141,,ULFA,326,,1,2005,1,0,3
365,India,Government of India,141,,ULFA,326,,1,2006,1,0,3
365,India,Government of India,141,,ULFA,326,,1,2007,1,0,3
365,India,Government of India,141,,ULFA,326,,1,2008,1,1,3
365,India,Government of India,141,,ULFA,326,,1,2009,1,1,3
365,India,Government of India,141,,ULFA,326,,1,2010,1,1,3
366,Indonesia,Government of Indonesia,155,,GAM,327,,1,1990,1,0,3
366,Indonesia,Government of Indonesia,155,,GAM,327,,1,1991,1,0,3
366,Indonesia,Government of Indonesia,155,,GAM,327,,1,1999,1,0,3
366,Indonesia,Government of Indonesia,155,,GAM,327,,1,2000,1,0,3
366,Indonesia,Government of Indonesia,155,,GAM,327,,1,2001,1,0,3
366,Indonesia,Government of Indonesia,155,,GAM,327,,1,2002,1,1,3
366,Indonesia,Government of Indonesia,155,,GAM,327,,1,2003,1,1,3
366,Indonesia,Government of Indonesia,155,,GAM,327,,1,2004,1,1,3
366,Indonesia,Government of Indonesia,155,,GAM,327,,1,2005,1,1,3
367,Panama,Government of Panama,16,,Military faction (forces of Moisés Giroldi),761,,2,1989,1,0,3
368,"Panama, United States of America",Government of Panama,16,,Government of United States of America,3,,2,1989,1,0,2
369,Papua New Guinea,Government of Papua New Guinea,157,,BRA,328,,1,1990,1,0,3
369,Papua New Guinea,Government of Papua New Guinea,157,,BRA,328,,1,1992,1,0,3
369,Papua New Guinea,Government of Papua New Guinea,157,,BRA,328,,1,1993,1,0,3
369,Papua New Guinea,Government of Papua New Guinea,157,,BRA,328,,1,1994,1,0,3
369,Papua New Guinea,Government of Papua New Guinea,157,,BRA,328,,1,1995,1,0,3
369,Papua New Guinea,Government of Papua New Guinea,157,,BRA,328,,1,1996,1,0,3
370,Romania,Government of Romania,56,,"Military faction (forces of Nicolae Ceausescu), NSF","329, 6137",,2,1989,1,0,3
371,"Iraq, Kuwait",Government of Iraq,116,,Government of Kuwait,125,,1,1990,2,1,2
371,"Iraq, Kuwait",Government of Iraq,116,,Government of Kuwait,125,"Government of Argentina, Government of Australia, Government of Bahrain, Government of Bangladesh, Government of Belgium, Government of Canada, Government of Czechoslovakia, Government of Denmark, Government of Egypt, Government of France, Government of Greece, Government of Honduras, Government of Italy, Government of Morocco, Government of Netherlands, Government of Niger, Government of Norway, Government of Oman, Government of Pakistan, Government of Portugal, Government of Qatar, Government of Saudi Arabia, Government of Senegal, Government of Sierra Leone, Government of Spain, Government of Syria, Government of Turkey, Government of United Arab Emirates, Government of United Kingdom, Government of United States of America",1,1991,2,1,2
372,Mali,Government of Mali,72,,MPA,521,,1,1990,1,0,3
372,Mali,Government of Mali,72,,FPLA,934,,1,1991,1,0,3
372,Mali,Government of Mali,72,,FIAA,522,,1,1994,1,0,3
372,Mali,Government of Mali,72,,ATNMC,523,,1,2007,1,0,3
372,Mali,Government of Mali,72,,ATNMC,523,,1,2008,1,0,3
372,Mali,Government of Mali,72,,ATNMC,523,,1,2009,1,0,3
372,Mali,Government of Mali,72,,CMA,1158,,1,2012,1,0,3
372,Mali,Government of Mali,72,,CMA,1158,,1,2014,1,1,3
372,Mali,Government of Mali,72,"Government of Armenia, Government of Austria, Government of Bangladesh, Government of Belgium, Government of Benin, Government of Bhutan, Government of Bosnia-Herzegovina, Government of Burkina Faso, Government of Burundi, Government of Cambodia (Kampuchea), Government of Cameroon, Government of Chad, Government of China, Government of Czech Republic, Government of Denmark, Government of Djibouti, Government of DR Congo (Zaire), Government of Egypt, Government of El Salvador, Government of Estonia, Government of Finland, Government of France, Government of Gambia, Government of Germany, Government of Ghana, Government of Guinea, Government of Guinea-Bissau, Government of Indonesia, Government of Italy, Government of Ivory Coast, Government of Jordan, Government of Kenya, Government of Latvia, Government of Liberia, Government of Madagascar, Government of Mauritania, Government of Nepal, Government of Netherlands, Government of Niger, Government of Nigeria, Government of Norway, Government of Portugal, Government of Romania, Government of Rwanda, Government of Senegal, Government of Sierra Leone, Government of Sweden, Government of Switzerland, Government of Togo, Government of Tunisia, Government of Turkey, Government of United Kingdom, Government of United States of America, Government of Yemen (North Yemen)",CMA,1158,,1,2015,1,1,4
373,Niger,Government of Niger,75,,CRA,525,,1,1994,1,0,3
374,Rwanda,Government of Rwanda,94,Government of DR Congo (Zaire),FPR,527,,2,1990,2,1,4
374,Rwanda,Government of Rwanda,94,,FPR,527,,2,1991,1,1,3
374,Rwanda,Government of Rwanda,94,,FPR,527,,2,1992,1,1,3
374,Rwanda,Government of Rwanda,94,,FPR,527,,2,1993,1,1,3
374,Rwanda,Government of Rwanda,94,,FPR,527,,2,1994,2,1,3
374,Rwanda,Government of Rwanda,94,,ALiR,1128,,2,1996,1,1,3
374,Rwanda,Government of Rwanda,94,,ALiR,1128,,2,1997,1,1,3
374,Rwanda,Government of Rwanda,94,,ALiR,1128,,2,1998,2,1,3
374,Rwanda,Government of Rwanda,94,,ALiR,1128,,2,1999,1,1,3
374,Rwanda,Government of Rwanda,94,,ALiR,1128,,2,2000,1,1,3
374,Rwanda,Government of Rwanda,94,,FDLR,528,,2,2001,2,1,3
374,Rwanda,Government of Rwanda,94,,FDLR,528,,2,2002,1,1,3
374,Rwanda,Government of Rwanda,94,Government of DR Congo (Zaire),FDLR,528,,2,2009,2,1,4
